# JMH version: 1.21
# VM version: JDK 10.0.1, Java HotSpot(TM) 64-Bit Server VM, 10.0.1+10
# VM invoker: /usr/lib/jvm/java-10-oracle/bin/java
# VM options: <none>
# Warmup: 5 iterations, 10 s each
# Measurement: 5 iterations, 10 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Benchmark: com.gs.collections.impl.jmh.RejectTest.serial_eager_gsc

# Run progress: 0.00% complete, ETA 00:58:20
# Fork: 1 of 5
# Warmup Iteration   1: 68.055 ops/s
# Warmup Iteration   2: 70.756 ops/s
# Warmup Iteration   3: 68.800 ops/s
# Warmup Iteration   4: 68.982 ops/s
# Warmup Iteration   5: 71.590 ops/s
# Fork: 1 of 5
# Warmup Iteration   1: 45.666 ops/s
# Warmup Iteration   2: 46.875 ops/s
# Warmup Iteration   3: 48.363 ops/s
# Warmup Iteration   4: 47.750 ops/s
# Warmup Iteration   5: 48.345 ops/s
Iteration   1: 47.757 ops/s
Iteration   2: 48.295 ops/s
Iteration   3: 48.316 ops/s
Iteration   4: 48.149 ops/s
Iteration   5: 48.327 ops/s

# Run progress: 74.29% complete, ETA 00:15:05
# Fork: 2 of 5
# Warmup Iteration   1: 46.512 ops/s
# Warmup Iteration   2: 48.651 ops/s
# Warmup Iteration   3: 46.825 ops/s
# Warmup Iteration   4: 47.059 ops/s
# Warmup Iteration   5: 47.261 ops/s
Iteration   1: 47.804 ops/s
Iteration   2: 47.338 ops/s
Iteration   3: 48.201 ops/s
Iteration   4: 46.521 ops/s
Iteration   5: 46.328 ops/s

# Run progress: 77.14% complete, ETA 00:13:25
# Fork: 3 of 5
# Warmup Iteration   1: 46.745 ops/s
# Warmup Iteration   2: 49.245 ops/s
# Warmup Iteration   3: 49.128 ops/s
# Warmup Iteration   4: 47.470 ops/s
# Warmup Iteration   5: 48.834 ops/s
Iteration   1: 48.507 ops/s
Iteration   2: 48.744 ops/s
Iteration   3: 47.817 ops/s
Iteration   4: 48.979 ops/s
Iteration   5: 48.393 ops/s

# Run progress: 80.00% complete, ETA 00:11:44
# Fork: 4 of 5
# Warmup Iteration   1: 45.560 ops/s
# Warmup Iteration   2: 46.744 ops/s
# Warmup Iteration   3: 45.336 ops/s
# Warmup Iteration   4: 46.204 ops/s
# Warmup Iteration   5: 47.816 ops/s
Iteration   1: 46.909 ops/s
Iteration   2: 47.637 ops/s
Iteration   3: 47.464 ops/s
Iteration   4: 47.443 ops/s
Iteration   5: 47.737 ops/s

# Run progress: 82.86% complete, ETA 00:10:03
# Fork: 5 of 5
# Warmup Iteration   1: 45.884 ops/s
# Warmup Iteration   2: 47.790 ops/s
# Warmup Iteration   3: 44.547 ops/s
# Warmup Iteration   4: 47.605 ops/s
# Warmup Iteration   5: 47.442 ops/s
Iteration   1: 47.273 ops/s
Iteration   2: 47.447 ops/s
Iteration   3: 47.619 ops/s
Iteration   4: 47.573 ops/s
Iteration   5: 47.583 ops/s


Result "com.gs.collections.impl.jmh.RejectTest.serial_lazy_streams_gsc_lambda_negate":
  47.766 ±(99.9%) 0.478 ops/s [Average]
  (min, avg, max) = (46.328, 47.766, 48.979), stdev = 0.639
  CI (99.9%): [47.288, 48.245] (assumes normal distribution)


# JMH version: 1.21
# VM version: JDK 10.0.1, Java HotSpot(TM) 64-Bit Server VM, 10.0.1+10
# VM invoker: /usr/lib/jvm/java-10-oracle/bin/java
# VM options: <none>
# Warmup: 5 iterations, 10 s each
# Measurement: 5 iterations, 10 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Benchmark: com.gs.collections.impl.jmh.RejectTest.serial_lazy_streams_gsc_lambda_not

# Run progress: 85.71% complete, ETA 00:08:23
# Fork: 1 of 5
# Warmup Iteration   1: 51.048 ops/s
# Warmup Iteration   2: 53.461 ops/s
# Warmup Iteration   3: 52.617 ops/s
# Warmup Iteration   4: 53.219 ops/s
# Warmup Iteration   5: 52.593 ops/s
Iteration   1: 53.056 ops/s
Iteration   2: 53.054 ops/s
Iteration   3: 51.979 ops/s
Iteration   4: 53.088 ops/s
Iteration   5: 51.571 ops/s

# Run progress: 88.57% complete, ETA 00:06:42
# Fork: 2 of 5
# Warmup Iteration   1: 51.251 ops/s
# Warmup Iteration   2: 55.220 ops/s
# Warmup Iteration   3: 55.145 ops/s
# Warmup Iteration   4: 54.978 ops/s
# Warmup Iteration   5: 54.480 ops/s
Iteration   1: 54.872 ops/s
Iteration   2: 53.378 ops/s
Iteration   3: 54.861 ops/s
Iteration   4: 53.808 ops/s
Iteration   5: 54.815 ops/s

# Run progress: 91.43% complete, ETA 00:05:01
# Fork: 3 of 5
# Warmup Iteration   1: 51.432 ops/s
# Warmup Iteration   2: 55.040 ops/s
# Warmup Iteration   3: 54.876 ops/s
# Warmup Iteration   4: 54.509 ops/s
# Warmup Iteration   5: 54.109 ops/s
Iteration   1: 54.148 ops/s
Iteration   2: 54.797 ops/s
Iteration   3: 54.609 ops/s
Iteration   4: 54.614 ops/s
Iteration   5: 54.498 ops/s

# Run progress: 94.29% complete, ETA 00:03:21
# Fork: 4 of 5
# Warmup Iteration   1: 52.946 ops/s
# Warmup Iteration   2: 55.840 ops/s
# Warmup Iteration   3: 54.586 ops/s
# Warmup Iteration   4: 54.609 ops/s
# Warmup Iteration   5: 55.107 ops/s
Iteration   1: 55.329 ops/s
Iteration   2: 55.005 ops/s
Iteration   3: 55.516 ops/s
Iteration   4: 55.512 ops/s
Iteration   5: 55.446 ops/s

# Run progress: 97.14% complete, ETA 00:01:40
# Fork: 5 of 5
# Warmup Iteration   1: 52.187 ops/s
# Warmup Iteration   2: 53.598 ops/s
# Warmup Iteration   3: 53.616 ops/s
# Warmup Iteration   4: 52.638 ops/s
# Warmup Iteration   5: 52.595 ops/s
Iteration   1: 53.358 ops/s
Iteration   2: 51.064 ops/s
Iteration   3: 52.567 ops/s
Iteration   4: 52.904 ops/s
Iteration   5: 53.253 ops/s


Result "com.gs.collections.impl.jmh.RejectTest.serial_lazy_streams_gsc_lambda_not":
  53.884 ±(99.9%) 0.952 ops/s [Average]
  (min, avg, max) = (51.064, 53.884, 55.516), stdev = 1.271
  CI (99.9%): [52.932, 54.836] (assumes normal distribution)


# Run complete. Total time: 00:58:42

REMEMBER: The numbers below are just data. To gain reusable insights, you need to follow up on
why the numbers are the way they are. Use profilers (see -prof, -lprof), design factorial
experiments, perform baseline and negative tests that provide experimental control, make sure
the benchmarking environment is safe on JVM/OS/HW level, ask for reviews from the domain experts.
Do not assume the numbers tell you what you want them to tell.

Benchmark                                           Mode  Cnt   Score   Error  Units
RejectTest.serial_eager_gsc                        thrpt   25  71.679 ± 0.986  ops/s
RejectTest.serial_eager_gsc_select_predicates_not  thrpt   25  61.573 ± 1.503  ops/s
RejectTest.serial_lazy_gsc                         thrpt   25  58.196 ± 1.970  ops/s
RejectTest.serial_lazy_jdk_lambda_negate           thrpt   25  47.837 ± 0.494  ops/s
RejectTest.serial_lazy_jdk_lambda_not              thrpt   25  68.401 ± 1.169  ops/s
RejectTest.serial_lazy_streams_gsc_lambda_negate   thrpt   25  47.766 ± 0.478  ops/s
RejectTest.serial_lazy_streams_gsc_lambda_not      thrpt   25  53.884 ± 0.952  ops/s

Benchmark result is saved to gs-collections/exp-RETU-DEAD-out/gs-collections-RETU-DEAD_RejectTest_retu_trial1.csv
